x,y
-1.118,0.00421568541682641
-1.116,0.00424809673131981
-1.114,0.00428100804361277
-1.112,0.0043144332856
-1.11,0.00434838458998746
-1.108,0.00438287447441085
-1.106,0.00441791823939055
-1.104,0.00445352449275378
-1.102,0.00448970934722191
-1.1,0.00452648702171299
-1.098,0.0045638722048929
-1.096,0.00460188265985672
-1.094,0.00464052894779178
-1.092,0.00467982983060181
-1.09,0.00471980208173692
-1.088,0.00476046305265856
-1.086,0.004801833512601
-1.084,0.00484392646597958
-1.082,0.00488676392074518
-1.08,0.00493036580521685
-1.078,0.00497475276535405
-1.076,0.00501994927351064
-1.074,0.00506597141486051
-1.072,0.00511284521223113
-1.07,0.00516059452669562
-1.068,0.00520924411909278
-1.066,0.00525882306872098
-1.064,0.00530935138028877
-1.062,0.00536086009346167
-1.06,0.00541337802189669
-1.058,0.00546693511951913
-1.056,0.00552156625913212
-1.054,0.00557729648178256
-1.052,0.00563416316652075
-1.05,0.00569220143389
-1.048,0.00575144786662145
-1.046,0.00581194470990294
-1.044,0.00587372354780933
-1.042,0.00593682986909551
-1.04,0.0060013069252386
-1.038,0.00606719986728
-1.036,0.00613455585126697
-1.034,0.00620342884836736
-1.032,0.00627386108207255
-1.03,0.00634591102400632
-1.028,0.00641963505565852
-1.026,0.00649509220937792
-1.024,0.00657234959893584
-1.022,0.00665146162459027
-1.02,0.00673250141356231
-1.018,0.0068155402971316
-1.016,0.00690065316973484
-1.014,0.00698792467508539
-1.012,0.00707742575916882
-1.01,0.00716924924168036
-1.008,0.00726348670414857
-1.006,0.00736023460747811
-1.004,0.00745960141397328
-1.002,0.00756168096020056
-0.999999999999999,0.00766659304541184
-0.997999999999999,0.00776318127435767
-0.995999999999999,0.00781809939636867
-0.993999999999999,0.0078738038392483
-0.991999999999999,0.00793030393528748
-0.989999999999999,0.0079876207479229
-0.987999999999999,0.00804577211470136
-0.985999999999999,0.00810477639642171
-0.983999999999999,0.00816465656516327
-0.981999999999999,0.00822542401046653
-0.979999999999999,0.00828710279163682
-0.977999999999999,0.0083497135646662
-0.975999999999999,0.00841327761454002
-0.973999999999999,0.00847782126616757
-0.971999999999999,0.00854335843049161
-0.969999999999999,0.00860991674908378
-0.967999999999999,0.00867752027570617
-0.965999999999999,0.00874619382556297
-0.963999999999999,0.00881596774939923
-0.961999999999999,0.00888685906702083
-0.959999999999999,0.00895889973512628
-0.957999999999999,0.00903211793352816
-0.955999999999999,0.00910654277084795
-0.953999999999999,0.00918220432310106
-0.951999999999999,0.00925913890686326
-0.949999999999999,0.00933736828007546
-0.947999999999999,0.00941693081854993
-0.945999999999999,0.00949786089436644
-0.943999999999999,0.0095801940714363
-0.941999999999999,0.00966397285782623
-0.939999999999999,0.00974922406078032
-0.937999999999999,0.00983599274547508
-0.935999999999999,0.00992431979279106
-0.933999999999999,0.0100142475653533
-0.931999999999999,0.010105826208656
-0.929999999999999,0.0101990889046313
-0.927999999999999,0.0102940890039099
-0.925999999999999,0.0103908755124406
-0.923999999999999,0.0104894992967093
-0.921999999999999,0.0105900200178784
-0.919999999999999,0.0106924789792024
-0.917999999999999,0.0107969399005053
-0.915999999999999,0.0109034620355347
-0.913999999999999,0.0110121069997184
-0.911999999999999,0.0111229464402702
-0.909999999999999,0.0112360321115703
-0.907999999999999,0.0113514408583973
-0.905999999999999,0.0114692450067063
-0.903999999999999,0.0115895199163042
-0.901999999999999,0.0117123525143599
-0.899999999999999,0.0118378081558336
-0.897999999999999,0.0119659805070789
-0.895999999999999,0.0120969587784907
-0.893999999999999,0.0122308361296391
-0.891999999999999,0.0123677192262023
-0.889999999999999,0.0125076913446226
-0.887999999999999,0.0126508680098433
-0.885999999999999,0.0127973605443877
-0.883999999999999,0.012947285487487
-0.881999999999999,0.0131007753797538
-0.879999999999999,0.0132579374455813
-0.877999999999999,0.0134189160523292
-0.875999999999999,0.0135838519307078
-0.873999999999999,0.0137528928165814
-0.871999999999999,0.0139261938923304
-0.869999999999999,0.0141039304031637
-0.867999999999999,0.0142862499204333
-0.865999999999999,0.0144733448055321
-0.863999999999999,0.0146654051649366
-0.861999999999999,0.0148626313316315
-0.859999999999999,0.0150652484147651
-0.857999999999999,0.0152734520294842
-0.855999999999999,0.0154358818303353
-0.853999999999999,0.0155444371759105
-0.851999999999999,0.0156545302016629
-0.849999999999999,0.0157662013982111
-0.847999999999999,0.015879469553608
-0.845999999999999,0.0159943769768441
-0.843999999999999,0.0161109595136425
-0.841999999999999,0.0162292540625139
-0.839999999999999,0.0163493067710319
-0.837999999999999,0.0164711405691813
-0.835999999999999,0.0165948037925771
-0.833999999999999,0.0167203379581981
-0.831999999999999,0.0168477858488471
-0.829999999999999,0.0169772003576983
-0.827999999999999,0.0171086094921247
-0.825999999999999,0.0172420687956861
-0.823999999999999,0.0173776266239156
-0.821999999999999,0.017515332865089
-0.819999999999999,0.0176552485140022
-0.817999999999999,0.0177974078397017
-0.815999999999999,0.0179418750704961
-0.813999999999999,0.0180887068683319
-0.811999999999999,0.0182379617652887
-0.809999999999999,0.0183897105618492
-0.807999999999999,0.0185439953006184
-0.805999999999999,0.0187008907577605
-0.803999999999999,0.0188604637643455
-0.801999999999999,0.019022783452129
-0.799999999999999,0.0191879213534137
-0.797999999999999,0.0193559629396632
-0.795999999999999,0.0195269622010738
-0.793999999999999,0.019701009760922
-0.791999999999999,0.0198781878624639
-0.789999999999999,0.0200585817343744
-0.787999999999999,0.0202422922320327
-0.785999999999999,0.0204293861957002
-0.783999999999999,0.0206199709402387
-0.781999999999999,0.0208141450816038
-0.779999999999999,0.0210120109856498
-0.777999999999999,0.0212136886816089
-0.775999999999999,0.0214192613858461
-0.773999999999999,0.0216288573101353
-0.771999999999999,0.0218425957280021
-0.769999999999999,0.0220606006747172
-0.767999999999999,0.0222830163402893
-0.765999999999999,0.022509947022488
-0.763999999999999,0.0227415473940705
-0.761999999999999,0.0229779630899638
-0.759999999999999,0.0232193458646563
-0.757999999999999,0.0234658707214423
-0.755999999999999,0.0237176694031352
-0.753999999999999,0.023974930510894
-0.751999999999999,0.0242378337436092
-0.749999999999999,0.0245065667696997
-0.747999999999999,0.0247813444151601
-0.745999999999999,0.0250623346029706
-0.743999999999999,0.025349770043361
-0.741999999999999,0.0256438750674983
-0.739999999999999,0.0259448845394047
-0.737999999999999,0.0262530655148903
-0.735999999999999,0.0265686342872247
-0.733999999999999,0.0268918817998062
-0.731999999999999,0.0272230917749177
-0.729999999999999,0.0275625620868412
-0.727999999999999,0.0279106294286447
-0.725999999999999,0.0282675757931277
-0.723999999999999,0.0286337703373783
-0.721999999999999,0.0290095771974525
-0.719999999999999,0.0293953798802045
-0.717999999999999,0.0297915825687239
-0.715999999999999,0.0301986393655042
-0.713999999999999,0.0304591790020547
-0.711999999999999,0.0306705054717949
-0.709999999999999,0.0308847848041731
-0.707999999999999,0.0311020793251092
-0.705999999999999,0.0313224680973092
-0.703999999999999,0.0315459873163335
-0.701999999999999,0.0317727195597896
-0.699999999999999,0.0320027346086702
-0.697999999999999,0.0322361042793901
-0.695999999999999,0.0324729185887837
-0.693999999999999,0.0327132217102462
-0.691999999999999,0.0329571078850444
-0.689999999999999,0.0332046578530972
-0.687999999999999,0.033455954798522
-0.685999999999999,0.0337111017834951
-0.683999999999999,0.0339701527506151
-0.681999999999999,0.0342332158725615
-0.679999999999999,0.0345003850865431
-0.677999999999999,0.0347717572853241
-0.675999999999999,0.0350474511771079
-0.673999999999999,0.0353275327381803
-0.671999999999999,0.0356121269029796
-0.669999999999999,0.0359013436161116
-0.667999999999999,0.0361952964229972
-0.665999999999999,0.0364941229404676
-0.663999999999999,0.0367979040646928
-0.661999999999999,0.0371067850562751
-0.659999999999999,0.0374208954269377
-0.657999999999999,0.0377403691111295
-0.655999999999999,0.0380653667659888
-0.653999999999999,0.0383959879192311
-0.651999999999999,0.0387324026902755
-0.649999999999999,0.0390747647113186
-0.647999999999999,0.0394232330949187
-0.645999999999999,0.039777996824364
-0.643999999999999,0.040139178878913
-0.641999999999999,0.0405069800617346
-0.639999999999999,0.0408815840116676
-0.637999999999999,0.0412631812240437
-0.635999999999999,0.0416519693737015
-0.633999999999999,0.0420481806347135
-0.631999999999999,0.0424519746490405
-0.629999999999999,0.042863599231626
-0.627999999999999,0.0432832843939508
-0.625999999999999,0.0437112692449041
-0.623999999999999,0.0441478321848852
-0.621999999999999,0.0445931730312552
-0.619999999999999,0.0450475901780086
-0.617999999999999,0.045511363952022
-0.615999999999999,0.0459847863443372
-0.613999999999999,0.0464681945713838
-0.611999999999999,0.0469618406381582
-0.609999999999999,0.0474660876329316
-0.607999999999999,0.0479812807405705
-0.605999999999999,0.048507780296823
-0.603999999999999,0.0490459993339395
-0.601999999999999,0.0495962584853828
-0.599999999999999,0.0501590047184794
-0.597999999999999,0.050734667967238
-0.595999999999999,0.0513236981318255
-0.593999999999999,0.0519266073945657
-0.591999999999999,0.0525438078867024
-0.589999999999999,0.0531758569795341
-0.587999999999999,0.0538232970383061
-0.585999999999999,0.0544866971679987
-0.583999999999999,0.0551667013198223
-0.581999999999999,0.0558638455151909
-0.579999999999999,0.0565788349090444
-0.577999999999999,0.0573123635753064
-0.575999999999999,0.0580651620545725
-0.573999999999999,0.058830790112341
-0.571999999999999,0.0592248784975446
-0.569999999999999,0.0596242822291235
-0.567999999999999,0.0600291095749251
-0.565999999999999,0.0604394717632959
-0.563999999999999,0.060855511339604
-0.561999999999999,0.0612772896468346
-0.559999999999999,0.0617049552931894
-0.557999999999999,0.0621386324115319
-0.555999999999999,0.0625784486491674
-0.553999999999999,0.0630245352931051
-0.551999999999999,0.0634770581421027
-0.549999999999999,0.0639360951236728
-0.547999999999999,0.0644018195558028
-0.545999999999999,0.0648743786493447
-0.543999999999999,0.0653539239678256
-0.541999999999999,0.065840644662855
-0.539999999999999,0.0663346358482955
-0.537999999999999,0.0668360957342221
-0.535999999999999,0.0673451949908312
-0.533999999999999,0.0678621095283016
-0.531999999999999,0.0683870563805032
-0.529999999999999,0.0689201517513717
-0.527999999999999,0.0694616236612135
-0.525999999999999,0.0700116711045352
-0.523999999999999,0.0705704994292852
-0.521999999999999,0.0711383592022552
-0.519999999999999,0.0717153926668341
-0.517999999999999,0.0723018638117786
-0.515999999999999,0.0728980060833617
-0.513999999999999,0.073504060691097
-0.511999999999999,0.0741203188476607
-0.509999999999999,0.074746955164487
-0.507999999999999,0.075384277381381
-0.505999999999999,0.076032561185642
-0.503999999999999,0.0766920918301671
-0.501999999999999,0.0773632102143614
-0.499999999999999,0.0780461314849141
-0.497999999999999,0.078741217067005
-0.495999999999999,0.07944879489043
-0.493999999999999,0.0801692047791298
-0.491999999999999,0.0809028489318049
-0.489999999999999,0.0816499936771588
-0.487999999999999,0.0824110669451595
-0.485999999999999,0.083186461890748
-0.483999999999999,0.0839765866059805
-0.481999999999999,0.0847819196760652
-0.479999999999999,0.0856027926448162
-0.477999999999999,0.0864397166862313
-0.475999999999999,0.0872931672344266
-0.473999999999999,0.0881636386872852
-0.471999999999999,0.0890516453614972
-0.469999999999999,0.0899577842459948
-0.467999999999999,0.0908824903932426
-0.465999999999999,0.0918264047151828
-0.463999999999999,0.0927901319869401
-0.461999999999999,0.0937743026416234
-0.459999999999999,0.0947796426817884
-0.457999999999999,0.0958067024928221
-0.455999999999999,0.0968562651901367
-0.453999999999999,0.0979290785228752
-0.451999999999999,0.0990259237405495
-0.449999999999999,0.100147694009797
-0.447999999999999,0.101295092127899
-0.445999999999999,0.102469086579467
-0.443999999999999,0.103670612949968
-0.441999999999999,0.104900651227264
-0.439999999999999,0.106160314450687
-0.437999999999999,0.107450509740654
-0.435999999999999,0.108772451039866
-0.433999999999999,0.110127324636653
-0.431999999999999,0.111313375023195
-0.429999999999999,0.112018589999158
-0.427999999999999,0.112732749107879
-0.425999999999999,0.113456072689721
-0.423999999999999,0.114188738289016
-0.421999999999999,0.114930928066017
-0.419999999999999,0.115682879998164
-0.417999999999999,0.116444684510526
-0.415999999999999,0.117216588930369
-0.413999999999999,0.11799879545297
-0.411999999999999,0.118791511706998
-0.409999999999999,0.119595005499717
-0.407999999999999,0.120409387508004
-0.405999999999999,0.121234936624796
-0.403999999999999,0.122071884127079
-0.401999999999999,0.122920467722733
-0.399999999999999,0.123780931775621
-0.397999999999999,0.124653586814901
-0.395999999999999,0.125538573525433
-0.393999999999999,0.126436216135396
-0.391999999999999,0.127346788081642
-0.389999999999999,0.128270570735144
-0.387999999999999,0.129207917376016
-0.385999999999999,0.130158999696628
-0.383999999999999,0.131124187426596
-0.381999999999999,0.132103796704158
-0.379999999999999,0.13309815318595
-0.377999999999999,0.134107661014729
-0.375999999999999,0.135132529822367
-0.373999999999999,0.13617318363204
-0.371999999999999,0.13722998995421
-0.369999999999999,0.138303327797205
-0.367999999999999,0.139393662242197
-0.365999999999999,0.140501249613432
-0.363999999999999,0.141626579187359
-0.361999999999999,0.142770080718817
-0.359999999999999,0.143932197955089
-0.357999999999999,0.14511346953959
-0.355999999999999,0.146314209631228
-0.353999999999999,0.147534986543421
-0.351999999999999,0.148776306029338
-0.349999999999999,0.15003869100766
-0.347999999999999,0.151322769648166
-0.345999999999999,0.152628928254319
-0.343999999999999,0.153957831679098
-0.341999999999999,0.15531007924165
-0.339999999999999,0.156686291503541
-0.337999999999999,0.158087206553517
-0.335999999999999,0.159513301395461
-0.333999999999999,0.160965359879256
-0.331999999999999,0.162444097564119
-0.329999999999999,0.163950256547528
-0.327999999999999,0.165484711173172
-0.325999999999999,0.167048053461699
-0.323999999999999,0.168641215402509
-0.321999999999999,0.170265058394165
-0.319999999999999,0.171920477335359
-0.317999999999999,0.173608402269445
-0.315999999999999,0.175329917392738
-0.313999999999999,0.177085796198395
-0.311999999999999,0.178877200021563
-0.309999999999999,0.180705217995522
-0.307999999999999,0.182570984234393
-0.305999999999999,0.184475809998586
-0.303999999999998,0.186420669664826
-0.301999999999998,0.188406974128396
-0.299999999999998,0.190436062434528
-0.297999999999998,0.192509331940978
-0.295999999999998,0.194628386028607
-0.293999999999998,0.196794462753459
-0.291999999999998,0.199009295916857
-0.289999999999998,0.200635251077248
-0.287999999999998,0.201779999730595
-0.285999999999998,0.202937964899405
-0.283999999999998,0.204109217865785
-0.281999999999998,0.205294069046639
-0.279999999999998,0.206492756637025
-0.277999999999998,0.207705524427846
-0.275999999999998,0.208932705232364
-0.273999999999998,0.210174389005098
-0.271999999999998,0.211430919626586
-0.269999999999998,0.212702564984697
-0.267999999999998,0.213989599451116
-0.265999999999998,0.215292392485824
-0.263999999999998,0.216611056299506
-0.261999999999998,0.217945973269726
-0.259999999999998,0.219297445751606
-0.257999999999998,0.22066578364662
-0.255999999999998,0.222051398684772
-0.253999999999998,0.223454429681633
-0.251999999999998,0.224875303511403
-0.249999999999998,0.226314362722499
-0.247999999999998,0.227771958688181
-0.245999999999998,0.229248552133049
-0.243999999999998,0.23074431378072
-0.241999999999998,0.232259722194535
-0.239999999999998,0.233795167022667
-0.237999999999998,0.235351048285552
-0.235999999999998,0.236927776723335
-0.233999999999998,0.238525882675154
-0.231999999999998,0.24014558386302
-0.229999999999998,0.241787432484283
-0.227999999999998,0.243451885924648
-0.225999999999998,0.245139414251609
-0.223999999999998,0.246850616881711
